fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
4.935075564,6.108779025,4.80010291,6.569103799,4.873106915,4.57029306,5.556245157,6.595711151,4.879029358,5.439454609,3.85076921,5
7.186611927,4.422179872,5.709045051,4.193342222,5.330815383,4.511494217,4.426781957,4.990846763,3.686981112,4.47560623,4.582107547,5
5.646087047,6.307202455,5.047996221,4.666522951,4.827336069,4.041103472,4.73267824,5.425497535,5.408828579,4.387983651,4.907146808,5
4.816573651,4.719815017,5.047996221,6.273365843,5.101961149,4.687890747,5.532714674,6.528841802,6.667101728,4.82609655,4.175808471,6
3.987060254,4.819026732,5.709045051,4.765102269,4.140773367,7.039844473,5.93273289,4.121545219,6.402202118,4.212738491,6.451083298,8
4.105562168,5.315085306,5.295889532,5.396009908,4.323856754,7.039844473,5.744489024,4.790238714,6.534651923,4.212738491,5.963524407,8
7.779121496,5.017450162,6.039569466,4.370784995,5.559669617,5.217080335,4.87386114,5.659540258,4.68035465,5.789944928,4.175808471,5
7.542117669,5.315085306,6.287462778,5.100271952,4.461169294,4.452695374,3.88558084,4.890542739,3.686981112,3.687003012,5.801004776,5
6.949608099,3.826909583,4.965365117,3.937035994,6.383544859,3.923505786,3.085544406,4.355587942,4.68035465,4.73847397,5.069666439,6
7.89762341,5.612720451,6.287462778,5.179135407,5.285044536,4.687890747,5.179757424,6.328233753,4.879029358,6.052812668,4.744627178,5
7.779121496,5.017450162,6.039569466,4.370784995,5.559669617,5.217080335,4.87386114,5.659540258,4.68035465,5.789944928,4.175808471,5
5.40908322,4.620603302,4.717471806,4.055331176,5.101961149,4.511494217,4.826800173,4.75680404,5.408828579,4.65085139,4.988406623,5
5.40908322,4.719815017,4.882734013,4.035615312,5.056190303,4.511494217,4.850330657,4.75680404,5.475053481,4.56322881,4.988406623,5
4.935075564,5.414297021,3.725898561,5.218567135,4.781565222,7.098643316,6.991604641,5.626105583,4.68035465,4.300361071,3.688249579,5
7.660619582,4.918238447,4.882734013,3.956751857,4.323856754,3.805908099,5.29740984,4.857108064,3.951880722,4.300361071,5.069666439,5
7.423615755,5.612720451,4.882734013,3.996183585,4.781565222,3.62951157,6.168037724,5.425497535,4.879029358,5.00134171,4.175808471,5
5.172079392,3.926121298,5.295889532,4.863681588,4.049231673,4.629091903,4.356190507,4.923977413,5.077704066,5.00134171,5.232186069,6
4.816573651,4.719815017,4.139054079,5.159419544,4.644252682,6.510654884,6.921013191,5.39206286,4.68035465,3.774625591,4.175808471,5
5.053577478,5.414297021,3.643267457,5.238282998,4.827336069,6.981045629,6.897482707,5.626105583,4.614129748,4.212738491,3.688249579,5
4.935075564,5.414297021,3.725898561,5.218567135,4.781565222,7.098643316,6.991604641,5.626105583,4.68035465,4.300361071,3.688249579,5
4.105562168,8.192225038,2.238538693,3.996183585,4.827336069,4.335097688,3.60321504,4.890542739,5.806177994,4.037493331,4.094548655,4
3.157546857,6.158384883,2.816956419,3.996183585,4.506940141,4.452695374,4.144416157,4.322153268,7.064451144,3.774625591,5.069666439,6
6.238596616,3.826909583,4.717471806,4.686238815,4.598481835,5.099482649,5.768019507,5.893582981,6.865776436,4.56322881,3.769509394,4
5.883090875,5.513508736,5.213258429,4.153910494,4.461169294,4.452695374,5.79154999,5.124585462,6.534651923,4.91371913,4.988406623,4
6.120094703,5.215873592,4.634840702,7.062000392,5.37658623,4.276298845,4.920922107,6.930057899,4.812804456,4.037493331,3.769509394,6
6.120094703,5.215873592,4.634840702,7.062000392,5.37658623,4.276298845,4.920922107,6.930057899,4.812804456,4.037493331,3.769509394,6
3.631554512,4.819026732,4.469578495,4.548227769,10,7.245640424,6.203333449,5.057716112,5.541278384,4.037493331,4.094548655,6
6.120094703,5.215873592,4.634840702,7.062000392,5.37658623,4.276298845,4.920922107,6.930057899,4.812804456,4.037493331,3.769509394,6
5.764588961,3.628486153,5.047996221,3.996183585,5.422357077,5.86386761,5.344470807,5.158020137,5.673728189,7.717641685,4.257068286,6
6.120094703,5.215873592,4.634840702,7.062000392,5.37658623,4.276298845,4.920922107,6.930057899,4.812804456,4.037493331,3.769509394,6
4.698071737,4.719815017,5.626413947,5.198851271,4.873106915,4.629091903,5.29740984,5.191454811,4.746579553,5.965190088,4.744627178,7
3.631554512,4.819026732,4.469578495,4.548227769,10,7.245640424,6.203333449,5.057716112,5.541278384,4.037493331,4.094548655,6
6.594102358,4.521391587,6.287462778,3.91732013,5.51389877,3.805908099,3.46203214,4.589630666,4.216780332,4.037493331,4.907146808,6
3.987060254,4.620603302,4.882734013,4.98197677,4.278085907,4.923086119,4.779739207,5.191454811,7.196900949,4.300361071,4.907146808,5
4.105562168,6.704049315,4.469578495,3.897604266,4.690023528,3.688310413,3.67380649,4.556195991,5.276378774,3.511757852,4.175808471,5
5.646087047,4.521391587,5.791676155,4.015899448,4.918877762,4.217500001,4.403251473,4.923977413,5.210153871,6.140435248,5.069666439,6
5.40908322,4.223756443,5.378520636,3.937035994,4.598481835,4.158701158,3.485562623,4.255283918,5.143928969,3.949870751,5.3947057,5
5.764588961,3.628486153,5.047996221,3.996183585,5.422357077,5.86386761,5.344470807,5.158020137,5.673728189,7.717641685,4.257068286,6
6.001592789,4.719815017,5.791676155,4.627091223,5.742753004,4.099902315,4.45031244,5.860148307,6.269752313,5.088964289,4.500847732,6
6.594102358,8.291436753,5.956938362,4.804533997,4.278085907,3.805908099,4.52090389,5.45893221,4.68035465,3.687003012,4.257068286,5
5.883090875,4.322968158,5.874307259,4.114478767,4.552710988,3.511913884,4.544434373,4.088110544,3.819430917,6.841415887,6.857382374,6
5.646087047,4.422179872,4.965365117,4.134194631,4.964648609,4.74668959,4.120885673,4.68993469,6.534651923,5.527077189,5.719744961,5
5.40908322,4.819026732,4.386947391,6.243792048,4.552710988,5.805068766,6.779830291,6.528841802,6.46842702,5.088964289,4.582107547,6
4.461067909,4.719815017,5.626413947,5.435441635,4.827336069,6.275459512,5.815080474,5.826713632,3.753206014,4.56322881,3.85076921,5
4.342565995,5.414297021,5.130627325,5.928338228,4.690023528,4.629091903,6.403342557,6.461972452,6.137302507,5.088964289,4.094548655,7
4.935075564,4.719815017,4.634840702,4.134194631,4.827336069,4.041103472,6.191568207,5.39206286,6.799551533,5.439454609,4.744627178,6
8.490132979,6.6048376,5.543782844,4.29192154,4.552710988,4.981884962,5.673897574,5.525801559,3.554531306,4.125115911,3.932029025,5
5.40908322,4.223756443,4.304316287,4.627091223,4.918877762,4.74668959,4.30912954,5.291758836,5.276378774,3.862248171,4.094548655,5
6.594102358,8.291436753,5.956938362,4.804533997,4.278085907,3.805908099,4.52090389,5.45893221,4.68035465,3.687003012,4.257068286,5
5.764588961,6.40641417,5.956938362,5.534020954,4.232315061,4.099902315,4.685617273,5.659540258,4.547904845,3.862248171,4.663367362,6
5.646087047,4.422179872,4.965365117,4.134194631,4.964648609,4.74668959,4.120885673,4.68993469,6.534651923,5.527077189,5.719744961,5
4.461067909,4.819026732,4.717471806,4.173626358,4.049231673,4.864287276,4.897391623,4.322153268,5.143928969,4.82609655,5.069666439,6
6.238596616,6.80326103,4.882734013,4.548227769,4.415398448,5.275879178,4.991513557,4.05467587,4.945254261,4.56322881,6.857382374,7
4.579569823,6.307202455,7.526929334,6.066349274,5.880065544,6.745850257,7.038665607,6.261364404,4.547904845,5.176586869,3.688249579,5
5.764588961,5.414297021,5.295889532,3.976467721,5.101961149,4.217500001,6.07391579,4.923977413,4.349230138,4.47560623,4.01328884,5
4.698071737,4.322968158,5.378520636,4.173626358,4.09500252,5.275879178,4.191477123,4.121545219,5.408828579,4.212738491,5.475965515,8
5.290581306,4.322968158,4.717471806,4.015899448,4.598481835,5.569873394,5.109165973,4.723369365,4.614129748,3.599380432,4.500847732,6
5.883090875,4.819026732,6.12220057,4.055331176,6.017378085,3.217919668,3.03848344,5.124585462,4.41545504,4.65085139,4.257068286,5
5.883090875,4.322968158,5.874307259,4.114478767,4.552710988,3.511913884,4.544434373,4.088110544,3.819430917,6.841415887,6.857382374,6
5.053577478,4.719815017,4.386947391,4.765102269,4.003460827,5.040683806,4.920922107,5.258324161,4.812804456,7.016661047,5.150926254,7
5.290581306,4.819026732,4.882734013,6.588819663,6.292003165,4.629091903,4.262068573,6.328233753,3.488306404,4.387983651,3.932029025,6
5.527585134,4.422179872,5.543782844,6.647967254,4.827336069,5.540473972,4.791504448,6.930057899,6.137302507,4.300361071,3.85076921,7
4.224064081,5.910355596,4.056422976,5.376294044,4.049231673,5.040683806,6.826891257,5.793278957,5.9386278,5.965190088,4.257068286,6
6.238596616,4.422179872,5.956938362,6.539530003,4.644252682,6.040264139,5.062105007,6.72944985,3.951880722,4.73847397,3.932029025,6
5.053577478,4.719815017,4.386947391,4.765102269,4.003460827,5.040683806,4.920922107,5.258324161,4.812804456,7.016661047,5.150926254,7
5.527585134,4.422179872,5.543782844,6.647967254,4.827336069,5.540473972,4.791504448,6.930057899,6.137302507,4.300361071,3.85076921,7
5.290581306,4.819026732,4.882734013,6.588819663,6.292003165,4.629091903,4.262068573,6.328233753,3.488306404,4.387983651,3.932029025,6
5.646087047,4.719815017,5.295889532,5.100271952,3.82037744,3.747109256,3.932641806,4.957412088,3.753206014,4.91371913,5.150926254,7
4.935075564,4.025333013,5.295889532,4.035615312,4.140773367,5.099482649,3.932641806,4.322153268,5.739953092,4.65085139,5.232186069,6
5.172079392,3.926121298,5.295889532,4.035615312,4.186544214,4.452695374,3.509093106,4.389022617,5.739953092,4.73847397,5.232186069,7
4.461067909,5.215873592,5.378520636,5.277714726,5.010419456,4.981884962,6.262159657,5.492366884,4.41545504,3.949870751,3.769509394,5
2.802041115,5.513508736,3.560636353,4.035615312,5.147731996,3.511913884,4.02676374,4.221849243,6.932001338,4.56322881,5.150926254,6
2.802041115,5.513508736,3.560636353,4.035615312,5.147731996,3.511913884,4.02676374,4.221849243,6.932001338,4.56322881,5.150926254,6
7.423615755,5.513508736,4.882734013,4.035615312,5.056190303,3.570712727,6.450403524,5.45893221,5.011479163,4.73847397,4.094548655,5
5.172079392,4.819026732,6.039569466,6.805694163,4.598481835,6.510654884,5.768019507,6.528841802,3.355856599,3.774625591,3.606989764,6
4.461067909,5.215873592,5.378520636,5.277714726,5.010419456,4.981884962,6.262159657,5.492366884,4.41545504,3.949870751,3.769509394,5
4.342565995,4.322968158,5.543782844,4.075047039,4.323856754,5.746269923,4.897391623,4.221849243,6.534651923,5.00134171,5.801004776,6
6.35709853,4.521391587,6.039569466,4.035615312,4.278085907,4.687890747,4.685617273,3.887502496,5.276378774,4.82609655,6.613602929,6
7.779121496,5.017450162,5.626413947,3.937035994,4.827336069,3.747109256,3.132605373,4.389022617,3.488306404,2.898399793,4.988406623,6
5.527585134,4.918238447,5.46115174,5.060840225,5.834294698,4.57029306,6.168037724,5.592670909,5.673728189,3.336512692,4.338328101,5
5.883090875,5.414297021,5.213258429,4.055331176,4.735794375,4.805488433,5.391531774,4.656500015,5.276378774,5.264209449,5.638485145,6
2.802041115,5.513508736,3.560636353,4.035615312,5.147731996,3.511913884,4.02676374,4.221849243,6.932001338,4.56322881,5.150926254,6
8.371631065,4.620603302,5.956938362,3.976467721,4.415398448,3.570712727,3.132605373,4.522761316,2.031358547,4.82609655,5.232186069,6
6.35709853,5.017450162,5.709045051,5.13970368,4.964648609,5.334678021,5.72095854,5.626105583,4.879029358,4.47560623,5.069666439,5
6.594102358,5.910355596,5.213258429,3.937035994,4.461169294,3.923505786,3.932641806,3.854067821,4.018105625,3.511757852,5.963524407,8
6.35709853,8.291436753,5.378520636,6.125496865,10,4.335097688,6.921013191,6.762884525,3.355856599,4.91371913,3.932029025,5
5.40908322,4.819026732,5.874307259,5.13970368,4.140773367,4.393896531,4.709147757,4.656500015,3.885655819,3.687003012,5.475965515,8
6.594102358,5.910355596,5.213258429,3.937035994,4.461169294,3.923505786,3.932641806,3.854067821,4.018105625,3.511757852,5.963524407,8
4.461067909,4.521391587,4.965365117,3.966609789,4.918877762,3.835307521,6.862186982,4.322153268,5.9386278,4.56322881,5.3947057,6
3.86855834,6.20799074,4.882734013,4.922829179,4.461169294,5.86386761,4.73267824,4.322153268,7.130676046,5.789944928,6.613602929,7
5.883090875,5.017450162,5.46115174,3.976467721,4.644252682,4.158701158,4.45031244,4.990846763,4.812804456,6.578548147,4.582107547,6
6.35709853,5.017450162,5.709045051,5.13970368,4.964648609,5.334678021,5.72095854,5.626105583,4.879029358,4.47560623,5.069666439,5
5.40908322,4.521391587,5.46115174,4.193342222,4.415398448,4.629091903,4.144416157,3.920937171,5.475053481,5.439454609,6.451083298,7
4.935075564,5.414297021,5.295889532,4.410216723,3.95768998,4.041103472,3.791458906,3.720329122,4.68035465,5.351832029,6.776122559,6
5.40908322,4.521391587,5.46115174,4.193342222,4.415398448,4.629091903,4.144416157,3.920937171,5.475053481,5.439454609,6.451083298,7
5.053577478,4.025333013,5.378520636,5.021408498,4.690023528,4.099902315,4.332660023,5.091150787,4.41545504,4.387983651,4.988406623,5
8.016125324,4.819026732,6.617987193,3.976467721,5.056190303,4.393896531,4.30912954,4.355587942,5.276378774,3.161267532,6.613602929,6
6.712604272,5.513508736,5.709045051,3.966609789,4.415398448,3.982304629,4.003233256,4.021241195,5.077704066,3.511757852,6.532343113,3
5.527585134,5.116661877,4.717471806,6.302939639,4.873106915,5.628672237,7.344561891,6.528841802,4.15055543,4.300361071,3.525729949,6
6.238596616,6.307202455,5.295889532,4.627091223,4.278085907,5.275879178,4.426781957,4.322153268,4.879029358,5.439454609,6.532343113,7
6.238596616,6.6048376,5.295889532,4.893255383,4.415398448,4.511494217,3.932641806,4.322153268,4.812804456,5.439454609,6.694862744,7
6.001592789,6.108779025,4.717471806,4.765102269,4.598481835,4.629091903,4.826800173,5.091150787,6.269752313,4.56322881,5.3947057,6
6.001592789,4.819026732,4.80010291,3.996183585,4.873106915,5.68747108,5.391531774,4.890542739,6.534651923,5.088964289,4.663367362,6
6.120094703,5.414297021,4.80010291,4.075047039,4.552710988,5.628672237,6.332751107,4.656500015,3.951880722,4.91371913,4.988406623,5
4.935075564,5.414297021,5.295889532,4.410216723,3.95768998,4.041103472,3.791458906,3.720329122,4.68035465,5.351832029,6.776122559,6
5.527585134,4.620603302,5.46115174,4.44964845,4.003460827,4.981884962,4.473842923,4.589630666,4.879029358,5.176586869,5.313445884,5
5.290581306,6.6048376,5.295889532,4.272205677,4.781565222,4.981884962,4.756208723,3.519721074,4.216780332,4.47560623,7.426201081,7
9.082642548,4.719815017,6.204831674,4.173626358,4.827336069,4.57029306,5.603306124,6.328233753,5.011479163,5.877567508,4.338328101,5
6.238596616,3.628486153,4.552209598,4.094762903,4.781565222,5.511074551,5.93273289,5.45893221,6.733326631,4.47560623,3.932029025,6
5.646087047,4.025333013,5.709045051,4.153910494,4.552710988,4.864287276,6.14450724,4.923977413,6.402202118,4.300361071,5.069666439,7
6.475600444,6.505625885,5.709045051,5.041124361,4.415398448,5.040683806,5.062105007,4.255283918,3.620756209,4.125115911,7.263681451,7
5.290581306,6.6048376,5.295889532,4.272205677,4.781565222,4.981884962,4.756208723,3.519721074,4.216780332,4.47560623,7.426201081,7
4.461067909,4.819026732,4.056422976,4.745386406,4.598481835,4.276298845,4.826800173,5.124585462,5.673728189,3.511757852,4.663367362,5
6.35709853,8.787495327,8.187978164,7.200011438,4.827336069,6.569453727,7.226909474,6.963492574,3.223406794,6.666170727,4.094548655,4
6.35709853,4.223756443,5.543782844,4.765102269,5.422357077,5.334678021,5.673897574,5.425497535,4.945254261,4.212738491,5.069666439,7
5.40908322,4.322968158,5.047996221,3.956751857,5.010419456,4.393896531,3.626745523,4.322153268,5.408828579,4.212738491,5.638485145,6
5.40908322,4.025333013,4.80010291,3.956751857,4.964648609,4.099902315,3.46203214,4.489326642,5.872402897,4.212738491,5.232186069,7
6.831106186,7.894589893,5.874307259,5.849474773,5.23927369,5.628672237,6.332751107,6.361668428,4.746579553,5.176586869,4.907146808,5
3.157546857,4.819026732,4.139054079,4.755244337,4.461169294,5.746269923,5.50918419,5.39206286,9.183648026,5.176586869,4.988406623,7
3.631554512,4.67020916,4.965365117,3.956751857,5.147731996,4.57029306,5.273879357,4.556195991,4.614129748,4.387983651,4.01328884,5
3.513052598,4.67020916,4.882734013,3.956751857,5.056190303,4.335097688,5.320940324,4.556195991,4.547904845,4.387983651,4.01328884,6
5.527585134,4.719815017,5.626413947,4.094762903,4.598481835,5.981465296,5.626836607,4.021241195,5.673728189,4.125115911,6.369823483,7
5.172079392,3.826909583,8.270609268,3.937035994,9.221337359,6.334258355,5.273879357,4.857108064,4.283005235,3.336512692,3.932029025,5
4.461067909,4.422179872,5.047996221,4.094762903,5.51389877,4.629091903,4.191477123,5.626105583,9.117423124,5.702322349,4.825886993,6
5.527585134,4.025333013,7.609560438,4.015899448,5.010419456,4.57029306,5.43859274,5.191454811,5.9386278,6.140435248,4.094548655,6
4.461067909,3.926121298,4.469578495,5.060840225,4.552710988,8.098223649,6.991604641,5.258324161,5.607503287,3.774625591,4.744627178,6
5.053577478,5.116661877,3.560636353,5.080556089,4.461169294,6.745850257,6.732769324,5.492366884,4.283005235,4.125115911,3.769509394,6
4.224064081,4.322968158,5.378520636,5.080556089,4.552710988,6.687051414,7.509275274,5.358628185,4.15055543,3.862248171,4.01328884,6
4.461067909,4.521391587,4.717471806,5.13970368,4.598481835,6.628252571,7.297500924,5.39206286,4.15055543,3.687003012,3.932029025,6
5.527585134,4.124544728,7.857453749,4.035615312,5.193502843,4.74668959,5.415062257,5.191454811,5.872402897,6.315680408,4.094548655,6
5.527585134,4.025333013,7.609560438,4.015899448,5.010419456,4.57029306,5.43859274,5.191454811,5.9386278,6.140435248,4.094548655,6
8.253129152,5.116661877,6.039569466,4.02575738,4.690023528,7.480835796,6.991604641,5.124585462,3.223406794,4.73847397,4.175808471,6
5.40908322,3.628486153,5.130627325,3.976467721,4.552710988,3.805908099,3.46203214,4.923977413,6.799551533,4.125115911,4.500847732,5
5.053577478,5.315085306,5.047996221,5.198851271,5.605440464,5.040683806,5.838610957,5.759844282,6.799551533,6.140435248,5.475965515,7
5.764588961,5.017450162,5.047996221,4.567943632,4.186544214,5.040683806,4.473842923,3.98780652,3.686981112,4.300361071,6.451083298,8
6.35709853,4.422179872,5.709045051,6.618393458,4.918877762,5.569873394,5.57977564,7.097231273,5.143928969,6.753793307,3.444470133,7
5.883090875,5.315085306,4.634840702,5.810043046,4.735794375,4.158701158,5.15622694,5.860148307,4.018105625,3.774625591,4.094548655,5
6.831106186,5.711932166,6.865880504,6.460666548,5.101961149,6.157861825,6.215098691,6.762884525,4.216780332,5.789944928,4.094548655,6
6.35709853,4.422179872,5.709045051,6.618393458,4.918877762,5.569873394,5.57977564,7.097231273,5.143928969,6.753793307,3.444470133,7
6.475600444,7.200107889,6.12220057,3.956751857,4.598481835,4.276298845,4.709147757,4.923977413,5.143928969,4.387983651,5.313445884,5
5.172079392,6.108779025,4.80010291,4.784818133,10,4.805488433,5.556245157,5.826713632,5.077704066,4.91371913,4.094548655,5
6.475600444,7.200107889,6.12220057,3.956751857,4.598481835,4.276298845,4.709147757,4.923977413,5.143928969,4.387983651,5.313445884,5
6.831106186,5.711932166,6.865880504,6.460666548,5.101961149,6.157861825,6.215098691,6.762884525,4.216780332,5.789944928,4.094548655,6
4.224064081,4.422179872,4.469578495,4.035615312,5.834294698,4.099902315,4.850330657,4.923977413,5.210153871,4.73847397,3.932029025,6
6.35709853,4.422179872,5.709045051,6.618393458,4.918877762,5.569873394,5.57977564,7.097231273,5.143928969,6.753793307,3.444470133,7
5.883090875,5.315085306,4.634840702,5.810043046,4.735794375,4.158701158,5.15622694,5.860148307,4.018105625,3.774625591,4.094548655,5
5.172079392,4.620603302,5.213258429,4.705954678,6.703940786,3.511913884,4.87386114,5.057716112,5.9386278,3.949870751,5.232186069,6
4.698071737,4.918238447,4.717471806,4.114478767,4.049231673,3.747109256,5.344470807,4.589630666,5.673728189,6.140435248,4.988406623,6
6.120094703,3.826909583,5.626413947,4.075047039,4.09500252,4.629091903,5.038574523,3.98780652,3.885655819,7.542396526,6.613602929,6
6.001592789,4.918238447,5.047996221,4.094762903,4.186544214,4.452695374,5.697428057,4.021241195,3.686981112,4.91371913,6.288563668,7
5.646087047,5.315085306,8.353240372,5.849474773,4.690023528,5.922666453,5.203287907,6.227929729,3.885655819,4.47560623,3.525729949,5
6.35709853,6.704049315,5.213258429,5.474873363,4.09500252,5.86386761,5.29740984,4.556195991,4.216780332,2.898399793,6.776122559,8
6.001592789,4.918238447,5.047996221,4.094762903,4.186544214,4.452695374,5.697428057,4.021241195,3.686981112,4.91371913,6.288563668,7
6.120094703,3.826909583,5.626413947,4.075047039,4.09500252,4.629091903,5.038574523,3.98780652,3.885655819,7.542396526,6.613602929,6
4.698071737,3.826909583,4.634840702,4.094762903,5.193502843,5.275879178,5.203287907,4.05467587,4.15055543,4.56322881,5.719744961,7
6.712604272,4.322968158,5.543782844,4.055331176,4.369627601,4.981884962,4.332660023,3.887502496,3.885655819,5.965190088,6.93864219,7
5.40908322,5.414297021,4.965365117,4.015899448,4.232315061,4.629091903,4.30912954,3.720329122,4.746579553,5.176586869,6.857382374,7
4.698071737,3.826909583,4.717471806,4.055331176,4.461169294,3.805908099,3.579684556,4.322153268,6.269752313,4.56322881,5.55722533,6
6.831106186,3.826909583,4.965365117,4.035615312,4.415398448,3.864706943,4.050294223,4.990846763,4.68035465,4.387983651,4.338328101,6
5.764588961,4.521391587,4.882734013,5.553736818,4.644252682,6.099062982,6.238629174,5.860148307,4.018105625,5.614699769,4.338328101,6
4.224064081,3.926121298,4.717471806,3.956751857,4.598481835,3.747109256,3.60321504,4.656500015,7.064451144,5.439454609,4.825886993,6
5.053577478,6.108779025,4.056422976,4.587659496,4.278085907,3.511913884,4.144416157,4.656500015,3.753206014,8.330999744,5.882264591,4
5.053577478,6.307202455,4.056422976,4.567943632,4.323856754,3.511913884,4.144416157,4.656500015,3.753206014,8.243377165,5.882264591,4
5.764588961,4.521391587,4.882734013,5.553736818,4.644252682,6.099062982,6.238629174,5.860148307,4.018105625,5.614699769,4.338328101,6
5.764588961,6.009567311,4.965365117,4.725670542,4.964648609,4.687890747,4.826800173,5.057716112,5.872402897,4.56322881,5.313445884,6
5.527585134,6.40641417,5.378520636,5.080556089,4.964648609,4.629091903,4.615025823,4.489326642,5.011479163,3.949870751,6.694862744,7
5.527585134,5.612720451,5.46115174,4.765102269,4.735794375,5.569873394,5.57977564,4.489326642,5.739953092,4.82609655,6.532343113,6
6.120094703,4.521391587,4.552209598,4.676380883,4.827336069,5.569873394,5.65036709,4.589630666,3.488306404,4.212738491,5.801004776,5
7.542117669,4.67020916,5.378520636,4.903113315,4.964648609,5.981465296,5.485653707,5.32519351,3.289631696,3.774625591,4.744627178,6
5.053577478,4.223756443,5.543782844,5.257998862,4.369627601,5.922666453,5.885671924,4.957412088,5.210153871,3.073644953,5.719744961,5
5.646087047,4.124544728,5.709045051,5.001692634,5.971607238,5.217080335,6.732769324,5.592670909,5.739953092,3.599380432,4.257068286,6
6.594102358,4.223756443,5.213258429,5.336862317,4.506940141,6.451856041,5.57977564,5.39206286,4.084330527,3.336512692,4.825886993,6
6.35709853,8.093013323,8.105347061,7.16057971,4.644252682,6.510654884,7.109257057,6.996927248,3.422081501,7.279528786,4.01328884,5
6.238596616,3.628486153,5.956938362,4.094762903,5.193502843,3.923505786,4.426781957,5.258324161,5.9386278,5.00134171,5.150926254,7
4.935075564,4.620603302,5.543782844,4.094762903,5.056190303,4.923086119,4.215007607,3.653459773,4.614129748,5.00134171,6.857382374,8
8.371631065,3.628486153,7.113773815,4.035615312,5.147731996,4.276298845,5.08563549,5.592670909,3.620756209,6.140435248,4.175808471,5
7.779121496,3.727697868,7.857453749,4.055331176,5.010419456,4.217500001,4.80326969,5.258324161,3.885655819,4.65085139,4.907146808,6
8.016125324,3.926121298,6.7832494,4.055331176,5.147731996,3.747109256,3.95617229,5.291758836,3.885655819,6.052812668,4.825886993,6
3.039044943,5.860749738,2.899587523,6.401518957,4.781565222,5.099482649,5.08563549,5.993887006,6.799551533,4.125115911,4.500847732,6
4.342565995,4.521391587,4.056422976,4.479222246,4.690023528,5.099482649,4.473842923,4.556195991,5.276378774,5.088964289,5.150926254,6
8.253129152,4.719815017,6.700618296,3.996183585,4.735794375,3.864706943,5.50918419,4.923977413,3.355856599,4.47560623,4.988406623,5
7.779121496,5.414297021,5.709045051,3.996183585,5.010419456,3.747109256,6.120976757,5.291758836,4.283005235,4.91371913,4.257068286,5
4.461067909,5.315085306,5.543782844,4.962260906,4.735794375,5.628672237,5.72095854,5.425497535,4.746579553,4.73847397,4.01328884,6
6.475600444,4.223756443,5.213258429,5.652316136,4.918877762,6.628252571,5.556245157,5.993887006,4.41545504,4.73847397,4.582107547,6
6.238596616,4.769420875,4.386947391,4.134194631,4.09500252,5.275879178,6.215098691,4.723369365,4.018105625,4.125115911,5.55722533,6
5.172079392,3.727697868,5.047996221,4.015899448,4.690023528,4.158701158,5.909202407,4.556195991,5.872402897,6.140435248,5.232186069,5
4.461067909,3.727697868,4.80010291,3.956751857,4.918877762,4.393896531,4.003233256,4.723369365,7.329350754,5.176586869,4.825886993,6
4.461067909,4.719815017,6.617987193,5.041124361,4.644252682,6.393057198,7.250439957,5.492366884,3.951880722,4.387983651,3.606989764,5
5.883090875,4.124544728,5.709045051,4.035615312,4.918877762,3.276718511,4.426781957,4.121545219,4.018105625,7.191906206,6.857382374,6
5.527585134,6.505625885,5.295889532,4.646807087,4.186544214,3.923505786,4.426781957,3.98780652,5.276378774,4.47560623,7.182421636,6
2.920543029,5.315085306,4.717471806,3.91732013,4.598481835,4.57029306,5.320940324,4.322153268,7.329350754,5.614699769,4.663367362,6
4.224064081,4.223756443,4.386947391,4.075047039,7.161649254,5.275879178,5.532714674,4.455891967,6.667101728,6.490925567,5.3947057,5
5.053577478,3.826909583,5.130627325,3.996183585,4.873106915,4.158701158,6.026854824,4.556195991,5.408828579,6.140435248,5.232186069,6
6.001592789,5.414297021,6.204831674,4.193342222,4.735794375,4.57029306,4.426781957,4.021241195,5.077704066,5.264209449,6.857382374,7
4.579569823,4.422179872,8.187978164,5.080556089,4.827336069,4.864287276,5.697428057,5.592670909,4.547904845,3.862248171,3.932029025,6
4.935075564,4.819026732,4.965365117,4.035615312,5.056190303,5.511074551,5.673897574,4.589630666,4.547904845,4.56322881,4.988406623,6
3.039044943,5.910355596,4.965365117,3.976467721,4.186544214,3.688310413,3.650276006,3.720329122,6.20352741,4.037493331,5.963524407,6
6.831106186,4.124544728,5.791676155,4.153910494,5.285044536,4.099902315,4.191477123,4.990846763,2.759832475,4.73847397,4.175808471,5
6.712604272,4.322968158,5.626413947,4.173626358,5.193502843,4.335097688,4.285599057,4.990846763,2.759832475,4.65085139,4.175808471,5
4.935075564,3.727697868,4.882734013,5.474873363,5.559669617,4.335097688,4.332660023,6.060756355,6.402202118,4.212738491,3.606989764,6
6.238596616,3.826909583,7.526929334,7.091574187,5.193502843,6.981045629,6.685708357,7.130665947,4.746579553,5.176586869,4.01328884,7
6.120094703,4.322968158,5.46115174,4.094762903,4.461169294,6.569453727,5.979793857,3.98780652,4.349230138,7.279528786,6.694862744,8
7.542117669,4.620603302,6.370093881,3.976467721,5.101961149,4.452695374,4.262068573,4.255283918,5.143928969,3.687003012,6.532343113,6
3.631554512,4.322968158,4.221685183,4.193342222,5.056190303,6.451856041,6.191568207,5.32519351,8.057824682,7.016661047,4.663367362,6
6.120094703,5.116661877,5.213258429,5.119987816,4.827336069,5.158281492,5.532714674,5.024281438,5.475053481,3.949870751,5.55722533,8
